@relation emotion

@attribute AU1 numeric
@attribute AU2 numeric
@attribute AU4 numeric
@attribute AU6 numeric
@attribute AU7 numeric
@attribute AU9 numeric
@attribute AU12 numeric
@attribute AU15 numeric
@attribute AU16 numeric
@attribute AU20 numeric
@attribute AU23 numeric
@attribute AU26 numeric
@attribute Left numeric
@attribute Lower numeric
@attribute Right numeric
@attribute Upper numeric
@attribute class{Positive,Negative,Neutral}

@data
0.0,0.0,0.0,0.12,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,1.52,1.52,0.12,0.12,Negative
0.0,0.0,0.0,1.63,0.0,2.25,0.62,0.0,0.0,0.0,0.0,0.0,2.25,2.25,0.0,0.0,Negative
0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,2.55,0.0,Negative
0.0,0.0,0.13,0.0,0.22,0.57,0.57,0.0,0.0,0.0,0.0,0.0,1.7,0.57,0.26,1.39,Negative
0.0,0.0,0.0,0.64,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.64,1.82,1.42,Negative
0.0,0.0,0.0,1.05,0.0,1.3,0.63,0.38,0.38,0.0,0.73,0.38,0.83,1.78,1.33,0.28,Negative
0.0,0.0,0.15,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.46,1.3,1.62,0.78,Negative
0.0,0.0,0.26,0.89,0.0,1.53,0.64,0.0,0.0,0.0,0.0,0.0,0.45,0.64,2.02,1.83,Negative
0.09,0.0,0.29,0.19,0.0,0.58,0.0,0.0,0.0,0.26,0.0,0.26,0.52,0.84,0.62,0.29,Negative
0.0,0.0,0.0,0.0,0.0,0.5,0.84,1.3,1.7,0.81,0.96,1.15,2.61,2.61,0.0,0.0,Negative
1.19,0.0,0.99,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,1.39,2.05,Negative
0.0,0.0,0.0,0.0,0.0,0.94,0.2,1.12,1.37,0.22,1.23,0.65,2.18,2.39,0.22,0.0,Negative
0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Negative
0.0,0.0,0.0,0.0,0.0,1.65,1.88,0.0,0.0,0.0,0.0,0.0,0.23,1.88,1.65,0.0,Negative
0.75,0.0,0.53,0.0,0.0,0.93,1.3,0.0,0.0,0.0,0.0,0.0,0.75,1.3,1.3,0.75,Negative
0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,2.01,Negative
0.0,0.0,0.0,0.0,0.0,1.63,1.5,0.0,0.0,0.0,0.0,0.0,0.13,1.88,1.75,0.0,Negative
0.0,0.0,0.0,2.06,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.54,0.33,1.52,Negative
0.0,0.0,0.0,0.0,0.0,1.87,1.47,0.0,0.0,0.0,0.0,0.0,1.47,2.09,0.62,0.0,Negative
0.0,0.0,0.07,0.73,0.07,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.07,0.26,2.02,1.82,Negative
0.14,0.0,0.14,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.09,0.16,0.43,Negative
0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,1.94,Negative
0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,1.42,1.55,0.13,0.0,Positive
0.36,0.0,0.32,0.0,0.0,1.52,0.42,0.0,0.0,0.0,0.0,0.0,1.58,1.52,0.57,0.51,Positive
